location,link
"Signature Global Park, Sohna, Gurgaon",https://www.99acres.com/signature-global-park-sohna-gurgaon-npxid-r330597
"Ashiana Anmol, Sohna, Gurgaon",https://www.99acres.com/ashiana-anmol-sohna-gurgaon-npxid-r136575
"M3M Escala, Sector 70, Gurgaon",https://www.99acres.com/m3m-escala-sector-70a-gurgaon-npxid-r17682
"Tulip Leaf, Sector 69, Gurgaon",https://www.99acres.com/tulip-leaf-sector-69-gurgaon-npxid-r341361
"Signature Global City, Sector 37, Gurgaon",https://www.99acres.com/signature-global-city-sector-37d-gurgaon-npxid-r378934
"Signature Global City 79B, Sector 79, Gurgaon",https://www.99acres.com/signature-global-city-79b-sector-79-gurgaon-npxid-r404401
"Signature Global City 93, Sector 93, Gurgaon",https://www.99acres.com/signature-global-city-93-sector-93-gurgaon-npxid-r404456
"Signature Global Park 4, Sohna, Gurgaon",https://www.99acres.com/signature-global-park-4-sector-36-sohna-gurgaon-npxid-r393508
"Ramprastha The Edge Towers, Sector 37, Gurgaon",https://www.99acres.com/ramprastha-the-edge-towers-sector-37d-gurgaon-npxid-r159
"Ramprastha Primera, Sector 37, Gurgaon",https://www.99acres.com/ramprastha-primera-sector-37d-gurgaon-npxid-r4640
"Ramprastha The Atrium, Sector 37, Gurgaon",https://www.99acres.com/ramprastha-the-atrium-sector-37d-gurgaon-npxid-r479
"DLF Regency Park 2, DLF Phase 4, Gurgaon",https://www.99acres.com/dlf-regency-park-2-dlf-phase-4-gurgaon-npxid-r12074
"DLF The Icon, DLF Phase 5, Gurgaon",https://www.99acres.com/dlf-the-icon-dlf-phase-5-gurgaon-npxid-r26572
"ELAN SECTOR-106, Sector 106, Gurgaon",https://www.99acres.com/elan-the-presidential-sector-106-gurgaon-npxid-r400451
"Chintels Serenity, Sector 109, Gurgaon",https://www.99acres.com/chintels-serenity-sector-109-gurgaon-npxid-r37062
"AWHO Sispal Vihar, Sector 49, Gurgaon",https://www.99acres.com/awho-sispal-vihar-sector-49-gurgaon-npxid-r12060
"Experion The Heartsong, Sector 108, Gurgaon",https://www.99acres.com/experion-the-heartsong-sector-108-gurgaon-npxid-r6502
"Bhagwanti Apartment, Sector 56, Gurgaon",https://www.99acres.com/bhagwanti-apartment-sector-56-gurgaon-npxid-r137403
"SBTL Caladium, Sector 109, Gurgaon",https://www.99acres.com/sbtl-caladium-sector-109-gurgaon-npxid-r38312
"golf hills, Sector 79, Gurgaon",https://www.99acres.com/m3m-golf-hills-sector-79-gurgaon-npxid-r405181
"Satya The Legend, Sector 57, Gurgaon",https://www.99acres.com/satya-the-legend-sector-57-gurgaon-npxid-r26344
"GLS Arawali Homes, Sohna, Gurgaon",https://www.99acres.com/gls-arawali-homes-resale-in-sohna-gurgaon-89346-npffid
"Smart World Orchard, Sector 61, Gurgaon",https://www.99acres.com/smart-world-orchard-sector-61-gurgaon-npxid-r376088
"Godrej Nature Plus Serenity, Sohna, Gurgaon",https://www.99acres.com/godrej-nature-plus-sector-33-sohna-gurgaon-npxid-r297055
"HSIIDC Sidco Shivalik Apartments, Sector 1, Gurgaon",https://www.99acres.com/hsiidc-sidco-shivalik-apartments-sector-1-imt-manesar-gurgaon-npxid-r195935
"Whiteland The Aspen, Sector 76, Gurgaon",https://www.99acres.com/whiteland-the-aspen-sector-76-gurgaon-npxid-r403309
"Whiteland Blissville, Sector 76, Gurgaon",https://www.99acres.com/whiteland-blissville-resale-in-sector-76-gurgaon-1088292-npffid
"Vatika Sovereign Next, Sector 82, Gurgaon",https://www.99acres.com/vatika-sovereign-next-resale-in-sector-82a-gurgaon-53082-npffid
"AIPL The Peaceful Homes, Sector 70, Gurgaon",https://www.99acres.com/aipl-the-peaceful-homes-resale-in-sector-70a-gurgaon-8586-npffid
"Tashee Capital Gateway, Sector 111, Gurgaon",https://www.99acres.com/tashee-capital-gateway-resale-in-sector-111-gurgaon-39158-npffid
"Bestech Park View Residency, Palam Vihar, Gurgaon",https://www.99acres.com/bestech-park-view-residency-palam-vihar-gurgaon-npxid-r322
"Huda Flats, Sector 57, Gurgaon",https://www.99acres.com/flats-in-sector-57-gurgaon-ffid
"Emaar Gurgaon Greens, Sector 102, Gurgaon",https://www.99acres.com/emaar-gurgaon-greens-sector-102-gurgaon-npxid-r2066
"DLF New Town Heights, Sector 91, Gurgaon",https://www.99acres.com/dlf-new-town-heights-sector-91-gurgaon-npxid-r23702
"New Launch High Rise Sector 66 Gurgaon, Sector 66, Gurgaon",https://www.99acres.com/property-in-sector-66-gurgaon-ffid
"Signature Global City 37D Ph 2, Sector 37, Gurgaon",https://www.99acres.com/signature-global-city-37d-ph-2-sector-37d-gurgaon-npxid-r396484
"AWHO Shanti Vihar, Sector 95, Gurgaon",https://www.99acres.com/awho-shanti-vihar-resale-in-sector-95-gurgaon-799676-npffid
"Ansal Heights 86, Sector 86, Gurgaon",https://www.99acres.com/ansal-heights-86-sector-86-gurgaon-npxid-r1998
"Hanu residency sector 68, Sector 68, Gurgaon",https://www.99acres.com/pareena-hanu-residency-sector-68-gurgaon-npxid-r412628
"Vatika Boulevard Residences and Heights, Sector 83, Gurgaon",https://www.99acres.com/vatika-boulevard-residences-and-heights-sector-83-gurgaon-npxid-r24474
"Smartworld One DXP, Sector 113, Gurgaon",https://www.99acres.com/smartworld-one-dxp-sector-113-gurgaon-npxid-r400415
"Suncity Vatsal Valley, Valley View Estate, Gurgaon",https://www.99acres.com/suncity-vatsal-valley-gwal-pahari-gurgaon-npxid-r383788
"DLF Gardencity, Sector 91, Gurgaon",https://www.99acres.com/dlf-gardencity-sector-91-gurgaon-npxid-r1193
"BPTP Park Prime, Sector 66, Gurgaon",https://www.99acres.com/bptp-park-prime-sector-66-gurgaon-npxid-r680
"M3M Crown, Sector 111, Gurgaon",https://www.99acres.com/m3m-crown-sector-111-gurgaon-npxid-r404068
"Ireo Skyon, Sector 63, Gurgaon",https://www.99acres.com/ireo-skyon-resale-in-sector-60-gurgaon-12254-npffid
"Emaar Emerald Classic, Sector 65, Gurgaon",https://www.99acres.com/emaar-emerald-classic-sector-65-gurgaon-npxid-r342073
"Mayfield Gardens, Sector 50, Gurgaon",https://www.99acres.com/mayfield-gardens-sector-50-gurgaon-npxid-r219895
"Tulip Monsella, Sector 53, Gurgaon",https://www.99acres.com/tulip-monsella-sector-53-gurgaon-npxid-r390137
"DLF The Crest, Sector 54, Gurgaon",https://www.99acres.com/dlf-the-crest-sector-54-gurgaon-npxid-r8664
"M3M Sierra 68, Sector 68, Gurgaon",https://www.99acres.com/m3m-sierra-68-sector-68-gurgaon-npxid-r211327
"Spaze Privy, Sector 72, Gurgaon",https://www.99acres.com/spaze-privy-sector-72-gurgaon-npxid-r12166
"ROF Aalayas, Sector 102, Gurgaon",https://www.99acres.com/rof-aalayas-resale-in-sector-102-gurgaon-79284-npffid
"The Residences three sixty, Sector 70, Gurgaon",https://www.99acres.com/capital-residences-360-sector-70a-gurgaon-npxid-r8220
"DLF Royalton Tower, DLF Phase 5, Gurgaon",https://www.99acres.com/dlf-royalton-tower-dlf-phase-5-gurgaon-npxid-r26582
"Emaar MGF Palm Hills, Sector 77, Gurgaon",https://www.99acres.com/emaar-mgf-palm-hills-sector-77-gurgaon-npxid-r804
"NBCC Heights, Sector 89, Gurgaon",https://www.99acres.com/nbcc-heights-sector-89-gurgaon-npxid-r37806
"Tata Gurgaon Gateway, Sector 113, Gurgaon",https://www.99acres.com/tata-gurgaon-gateway-sector-113-gurgaon-npxid-r7010
"DLF Arbour, Sector 63, Gurgaon",https://www.99acres.com/dlf-the-arbour-sector-63-gurgaon-npxid-r404070
"Godrej Summit, Sector 104, Gurgaon",https://www.99acres.com/godrej-summit-sector-104-gurgaon-npxid-r8360
"M3M St Andrews, Sector 65, Gurgaon",https://www.99acres.com/m3m-st-andrews-sector-65-gurgaon-npxid-r136057
"Krrish Florence Estate, Sector 70, Gurgaon",https://www.99acres.com/krrish-florence-estate-resale-in-sector-70-gurgaon-50630-npffid
"Tulip Orange, Sector 70, Gurgaon",https://www.99acres.com/tulip-orange-sector-70-gurgaon-npxid-r250
"Emaar MGF The Enclave, Sector 66, Gurgaon",https://www.99acres.com/emaar-mgf-the-enclave-sector-66-gurgaon-npxid-r37800
"Unitech Uniworld City, Sector 30, Gurgaon",https://www.99acres.com/unitech-uniworld-city-sector-30-gurgaon-npxid-r12194
"Breez Global Heights 88A, Sector 88, Gurgaon",https://www.99acres.com/breez-global-heights-88a-sector-88a-gurgaon-npxid-r385445
"The Close South, Nirvana Country, Gurgaon",https://www.99acres.com/the-close-south-nirvana-country-gurgaon-npxid-r11694
"DLF Beverly Park, DLF Phase 2, Gurgaon",https://www.99acres.com/dlf-beverly-park-dlf-phase-2-gurgaon-npxid-r12184
"nul, Sohna, Gurgaon",https://www.99acres.com/property-in-sohna-gurgaon-ffid
"Emaar Emerald Hills, Sector 65, Gurgaon",https://www.99acres.com/emaar-emerald-hills-sector-65-gurgaon-npxid-r32692
"dlf Wellington estate, DLF Phase 5, Gurgaon",https://www.99acres.com/dlf-wellington-estate-dlf-phase-5-gurgaon-npxid-r27710
"Raheja Navodaya, Sector 92, Gurgaon",https://www.99acres.com/raheja-navodaya-sector-92-gurgaon-npxid-r18
"Vatika City Homes, Sector 83, Gurgaon",https://www.99acres.com/vatika-city-homes-sector-83-gurgaon-npxid-r175
"DLF The Aralias, Sector 42, Gurgaon",https://www.99acres.com/dlf-the-aralias-sector-42-gurgaon-npxid-r12158
"Emaar 62 Gurgao, Sector 62, Gurgaon",https://www.99acres.com/emaar-digihomes-resale-in-sector-62-gurgaon-1000501-npffid
"whiteland Aspen, Sector 76, Gurgaon",https://www.99acres.com/whiteland-the-aspen-sector-76-gurgaon-npxid-r403309
"luxury apartments sector 15 part 2, Sector 15, Gurgaon",https://www.99acres.com/property-in-sector-15-part-2-gurgaon-ffid
"oxirich Chintamani, Sector 103, Gurgaon",https://www.99acres.com/oxirich-chintamanis-sector-103-gurgaon-npxid-r405511
"Imperia The Esfera, Sector 37, Gurgaon",https://www.99acres.com/imperia-the-esfera-sector-37c-gurgaon-npxid-r1580
"Elan The Presidential Shop, Sector 106, Gurgaon",https://www.99acres.com/elan-the-presidential-sector-106-gurgaon-npxid-r400451
"Vipul Tatvam Villa, Sector 48, Gurgaon",https://www.99acres.com/vipul-tatvam-villa-resale-in-sector-48-gurgaon-3282-npffid
"Ganaga Reality Pure, Sector 84, Gurgaon",https://www.99acres.com/ganga-nandaka-sector-84-gurgaon-npxid-r418493
"Unitech The Residences, Sector 33, Gurgaon",https://www.99acres.com/unitech-the-residences-sector-33-gurgaon-npxid-r508
"Abhas Apartment, Sector 56, Gurgaon",https://www.99acres.com/abhas-apartment-sector-56-gurgaon-npxid-r136187
"Ashiana Mulberry, Sohna, Gurgaon",https://www.99acres.com/ashiana-mulberry-sohna-gurgaon-npxid-r136207
"Karanvir Towers, Sector 52, Gurgaon",https://www.99acres.com/karanvir-towers-sector-52-gurgaon-npxid-r12162
"Umang Winter Hills, Sector 77, Gurgaon",https://www.99acres.com/umang-winter-hills-resale-in-sector-77-gurgaon-6326-npffid
"Tulip White, Sector 69, Gurgaon",https://www.99acres.com/tulip-white-sector-69-gurgaon-npxid-r661
"Emaar MGF Emerald Estate, Sector 65, Gurgaon",https://www.99acres.com/emaar-mgf-emerald-estate-sector-65-gurgaon-npxid-r618
"Signature Global City 81, Sector 81, Gurgaon",https://www.99acres.com/signature-global-city-81-sector-81-gurgaon-npxid-r380265
"Godrej Aria, Sector 79, Gurgaon",https://www.99acres.com/godrej-aria-sector-79-gurgaon-npxid-r55428
"Royal Homez, Sector 43, Gurgaon",https://www.99acres.com/royal-homez-sector-43-gurgaon-npxid-r226603
"DLF Princeton Estate, DLF Phase 5, Gurgaon",https://www.99acres.com/dlf-princeton-estate-dlf-phase-5-gurgaon-npxid-r11712
"DLF Exclusive Floors, DLF Phase 5, Gurgaon",https://www.99acres.com/dlf-exclusive-floors-resale-in-dlf-phase-5-gurgaon-501-npffid
"Unitech Harmony, Nirvana Country, Gurgaon",https://www.99acres.com/unitech-harmony-nirvana-country-gurgaon-npxid-r7
"Suvidha Apartment, Sector 56, Gurgaon",https://www.99acres.com/suvidha-apartment-sector-56-gurgaon-npxid-r219937
"Sanskriti Apartments, Sector 56, Gurgaon",https://www.99acres.com/3-bhk-flats-for-resale-in-sanskriti-apartments-sector-56-gurgaon-35674-npffid
"Guru Gram Haryana CGHS, Sector 56, Gurgaon",https://www.99acres.com/guru-gram-haryana-cghs-sector-56-gurgaon-npxid-r26748
"New Era Home sector 43, Sector 43, Gurgaon",https://www.99acres.com/4-bhk-flats-in-sector-43-gurgaon-ffid
"Supertech Araville, Sector 79, Gurgaon",https://www.99acres.com/supertech-araville-resale-in-sector-79-gurgaon-9432-npffid
"Baani City Center, Sector 63, Gurgaon",https://www.99acres.com/baani-city-center-sector-63-gurgaon-npxid-c1665
"The Laburnum, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/the-laburnum-sushant-lok-phase-1-gurgaon-npxid-r26616
"Greenopolis, Sector 89, Gurgaon",https://www.99acres.com/greenopolis-resale-in-sector-89-gurgaon-9410-npffid
"Tulip Purple, Sector 69, Gurgaon",https://www.99acres.com/tulip-purple-sector-69-gurgaon-npxid-r37138
"Umang Monsoon Breeze, Sector 78, Gurgaon",https://www.99acres.com/umang-monsoon-breeze-resale-in-sector-78-gurgaon-6328-npffid
"Emaar Palm Heights, Sector 77, Gurgaon",https://www.99acres.com/emaar-palm-heights-sector-77-gurgaon-npxid-r319909
"Central Park, Sector 42, Gurgaon",https://www.99acres.com/central-park-sector-42-gurgaon-npxid-r12226
"M3M Ikonic, Sector 68, Gurgaon",https://www.99acres.com/m3m-ikonic-sector-68-gurgaon-npxid-r345365
"DLF Park Heights, Sector 54, Gurgaon",https://www.99acres.com/dlf-park-place-sector-54-gurgaon-npxid-r8
"Raheja Vedaanta, Sector 108, Gurgaon",https://www.99acres.com/raheja-vedaanta-sector-108-gurgaon-npxid-r26
"Pioneer Araya, Sector 62, Gurgaon",https://www.99acres.com/pioneer-araya-sector-62-gurgaon-npxid-r1325
"Saan Verdante, Sector 95, Gurgaon",https://www.99acres.com/saan-verdante-sector-95-gurgaon-npxid-r146207
"M3M Corner Walk, Sector 74, Gurgaon",https://www.99acres.com/m3m-corner-walk-sector-74-gurgaon-npxid-c9631
"SS Cendana Residences, Sector 83, Gurgaon",https://www.99acres.com/ss-cendana-residences-sector-83-gurgaon-npxid-r402578
"Navraj The Antalyas, Sector 37, Gurgaon",https://www.99acres.com/navraj-the-antalyas-sector-37d-gurgaon-npxid-r405529
"Sare Crescent Parc, Sector 92, Gurgaon",https://www.99acres.com/sare-crescent-parc-resale-in-sector-92-gurgaon-8406-npffid
"BPTP Amstoria, Sector 102, Gurgaon",https://www.99acres.com/bptp-amstoria-sector-102-gurgaon-npxid-r26134
"Godrej 101, Sector 79, Gurgaon",https://www.99acres.com/godrej-101-sector-79-gurgaon-npxid-r213249
"Godrage meriden Gurugram, Sector 102, Gurgaon",https://www.99acres.com/godrej-meridien-sector-106-gurgaon-npxid-r306651
"Vatika Sovereign Park, Sector 99, Gurgaon",https://www.99acres.com/vatika-sovereign-park-sector-99-gurgaon-npxid-r25
"Trisara Our Homes 3, Sohna, Gurgaon",https://www.99acres.com/trisara-our-homes-3-sohna-gurgaon-npxid-r158071
"Orchid Island, Sector 51, Gurgaon",https://www.99acres.com/orchid-island-sector-51-gurgaon-npxid-r8010
"Vatika Xpressions, Sector 88, Gurgaon",https://www.99acres.com/vatika-xpressions-sector-88b-gurgaon-npxid-r15060
"Emaar Palm Premier, Sector 77, Gurgaon",https://www.99acres.com/emaar-palm-premier-sector-77-gurgaon-npxid-r296591
"DLF Regency Park 1, DLF Phase 4, Gurgaon",https://www.99acres.com/dlf-regency-park-1-dlf-phase-4-gurgaon-npxid-r28102
"Smart World Gems, Sector 89, Gurgaon",https://www.99acres.com/smart-world-gems-sector-89-gurgaon-npxid-r378133
"Smart World One DXP, Sector 113, Gurgaon",https://www.99acres.com/smartworld-one-dxp-sector-113-gurgaon-npxid-r400415
"Vatika Emilia Floors, Sector 83, Gurgaon",https://www.99acres.com/vatika-emilia-floors-resale-in-sector-83-gurgaon-8340-npffid
"Godrej Arista, Sector 79, Gurgaon",https://www.99acres.com/godrej-arista-resale-in-sector-79-gurgaon-1144346-npffid
"Vatika India Next, Sector 82, Gurgaon",https://www.99acres.com/vatika-india-next-sector-82-gurgaon-npxid-r1842
"DLF Sector 63 Gurgaon, Sector 63, Gurgaon",https://www.99acres.com/property-in-sector-63-gurgaon-ffid
"Shri Banke Bihari Society, Sector 56, Gurgaon",https://www.99acres.com/shri-banke-bihari-society-sector-56-gurgaon-npxid-r32966
"Hextax Commune, Sector 43, Gurgaon",https://www.99acres.com/hextax-commune-resale-in-sector-43-gurgaon-1317-npffid
"Salcon The Verandas, Sector 54, Gurgaon",https://www.99acres.com/salcon-the-verandas-sector-54-gurgaon-npxid-r26644
"Vigyan vihar, Sector 56, Gurgaon",https://www.99acres.com/property-in-sector-56-gurgaon-ffid
"DLF Silver Oaks, DLF Phase 1, Gurgaon",https://www.99acres.com/dlf-silver-oaks-dlf-phase-1-gurgaon-npxid-r27716
"pareena Hanu Residency, Sector 68, Gurgaon",https://www.99acres.com/pareena-hanu-residency-sector-68-gurgaon-npxid-r412628
"DLF, Sector 77, Gurgaon",https://www.99acres.com/dlf-privana-south-sector-77-gurgaon-npxid-r412546
"Kendriya Vihar, Sector 56, Gurgaon",https://www.99acres.com/kendriya-vihar-sector-56-gurgaon-npxid-r12302
"Mittal Cosmos Executive Apartments, Sector 2, Gurgaon",https://www.99acres.com/mittal-cosmos-executive-apartments-sector-2-gurgaon-npxid-r12238
"Signature The Serenas, Sohna, Gurgaon",https://www.99acres.com/signature-the-serenas-sohna-gurgaon-npxid-r270597
"Zara Aavaas, Sector 104, Gurgaon",https://www.99acres.com/zara-aavaas-resale-in-sector-104-gurgaon-276451-npffid
"Diplomats Golf Link, Sector 110, Gurgaon",https://www.99acres.com/diplomats-golf-link-sector-110-gurgaon-npxid-r315205
"Ardee Palm Grove Heights, Sector 52, Gurgaon",https://www.99acres.com/ardee-palm-grove-heights-ardee-city-gurgaon-npxid-r26756
"signature global roseliya sector 95A, Sector 95, Gurgaon",https://www.99acres.com/signature-the-roselia-sector-95a-gurgaon-npxid-r270741
"Paras Irene, Sector 70, Gurgaon",https://www.99acres.com/paras-irene-sector-70a-gurgaon-npxid-r2388
"Tulsiani Easy in Homes, Sohna, Gurgaon",https://www.99acres.com/tulsiani-easy-in-homes-sohna-gurgaon-npxid-r256631
"M3M Flora, Sector 68, Gurgaon",https://www.99acres.com/m3m-flora-sector-68-gurgaon-npxid-r374959
"Dhoot Time Residency, Sector 63, Gurgaon",https://www.99acres.com/dhoot-time-residency-sector-63-gurgaon-npxid-r43796
"Jasminium Apartment, Sector 45, Gurgaon",https://www.99acres.com/jasminium-apartment-sector-45-gurgaon-npxid-r26774
"Bancourt Apartment, Sector 43, Gurgaon",https://www.99acres.com/bancourt-apartment-for-rent-in-sector-43-gurgaon-205217-rnpffid
"Sanskriti Apartments, Sector 43, Gurgaon",https://www.99acres.com/sanskriti-apartments-sector-43-gurgaon-npxid-r136601
"DLF Gardencity Enclave, Sector 93, Gurgaon",https://www.99acres.com/dlf-gardencity-enclave-sector-93-gurgaon-npxid-r392732
"Landmark Avana Floors, Sector 95, Gurgaon",https://www.99acres.com/landmark-avana-sector-95-gurgaon-npxid-r405304
"Whiteland Arena 76, Sector 76, Gurgaon",https://www.99acres.com/whiteland-arena-76-sector-76-gurgaon-npxid-c406104
"AWHO Sujjan Vihar, Sector 43, Gurgaon",https://www.99acres.com/awho-sujjan-vihar-sector-43-gurgaon-npxid-r37796
"Unitech Ivory Towers, Sector 41, Gurgaon",https://www.99acres.com/unitech-ivory-towers-sector-41-gurgaon-npxid-r29528
"Unitech Escape, Nirvana Country, Gurgaon",https://www.99acres.com/unitech-escape-nirvana-country-gurgaon-npxid-r10624
"Unitech The Palms, Sector 41, Gurgaon",https://www.99acres.com/unitech-the-palms-sector-41-gurgaon-npxid-r29768
"BPTP Astaire Gardens, Sector 70, Gurgaon",https://www.99acres.com/bptp-astaire-gardens-sector-70a-gurgaon-npxid-r2878
"The Rama Apartment CGHS, Sector 43, Gurgaon",https://www.99acres.com/the-rama-apartment-cghs-sector-43-gurgaon-npxid-r39314
"Vatika The Seven Lamps, Sector 82, Gurgaon",https://www.99acres.com/vatika-the-seven-lamps-sector-82-gurgaon-npxid-r1135
"Pyramid Urban Homes, Sector 67, Gurgaon",https://www.99acres.com/pyramid-urban-resale-in-sector-67a-gurgaon-551873-npffid
"Satya The Surbhi Apartment, Sector 43, Gurgaon",https://www.99acres.com/satya-the-surbhi-apartment-sector-43-gurgaon-npxid-r136419
"Paras Connoisseur Twin Tower, Sector 43, Gurgaon",https://www.99acres.com/paras-connoisseur-twin-tower-sector-43-gurgaon-npxid-r117239
"Ansal API Sushant Estate, Sector 52, Gurgaon",https://www.99acres.com/ansal-api-sushant-estate-sector-52-gurgaon-npxid-r27804
"Vatika Seven Elements, Sector 89, Gurgaon",https://www.99acres.com/vatika-seven-elements-sector-89-a-gurgaon-npxid-r7746
"Sector 15 Part 2 RWA, Sector 15, Gurgaon",https://www.99acres.com/property-in-sector-15-part-2-gurgaon-ffid
"Ameya Sapphire, Sector 15, Gurgaon",https://www.99acres.com/ameya-sapphire-residencies-sector-15-gurgaon-npxid-r413599
"ULTRA LUXURIOUS APARTMENT, Sector 15, Gurgaon",https://www.99acres.com/luxury-apartments-flats-in-sector-15-gurgaon-ffid
"LUXURY APARTMENT, Sector 15, Gurgaon",https://www.99acres.com/luxury-apartments-flats-in-sector-15-gurgaon-ffid
"SAPPHIRE RESIDENCY, Sector 15, Gurgaon",https://www.99acres.com/ameya-sapphire-residencies-sector-15-gurgaon-npxid-r413599
"On request, Sector 63, Gurgaon",https://www.99acres.com/property-in-sector-63-gurgaon-ffid
"DLF PRIVANA SECTOR 77, Sector 77, Gurgaon",https://www.99acres.com/dlf-privana-south-sector-77-gurgaon-npxid-r412546
"ganga realty sector 84, Sector 84, Gurgaon",https://www.99acres.com/ganga-nandaka-sector-84-gurgaon-npxid-r418493
"Ajaat Shatru Society, Sector 52, Gurgaon",https://www.99acres.com/ajaat-shatru-society-sector-52-gurgaon-npxid-r12114
"Navraj The Antalyas., Sector 37, Gurgaon",https://www.99acres.com/navraj-the-antalyas-sector-37d-gurgaon-npxid-r405529
"New Greenwood Society, Sector 52, Gurgaon",https://www.99acres.com/new-greenwood-society-resale-in-sector-52-gurgaon-524269-npffid
